mes,cliente,canal,importe,compras
2024-01-01,56000_G,Online,49415.702000000005,2
2024-01-01,56001_G,Online,149224.104238,1
2024-01-01,56002_G,Online,94418.819162,1
2024-01-01,56003_G,Online,20091.735,1
2024-01-01,56004_G,Online,2347.934,1
2024-01-01,56005_G,Online,45543.802,1
2024-01-01,56006_G,Online,86124.793,1
2024-01-01,56007_G,Online,14855.882,1
2024-01-01,56008_G,Online,96635.343728,1
2024-01-01,56009_G,Online,33380.165,1
2024-01-01,56010_G,Online,2347.934,1
2024-01-01,56011_G,Online,31388.428,1
2024-01-01,56012_G,Online,29371.074,1
2024-01-01,56013_G,Online,13556.199,1
2024-01-01,56014_G,Online,105549.586,2
2024-01-01,56015_G,Online,90057.025,1
2024-01-01,56016_G,Online,38161.157,2
2024-01-01,56017_G,Online,20227.273,1
2024-01-01,56018_G,Online,23707.438,1
2024-01-01,56019_G,Online,19232.231,1
2024-01-01,56020_G,Online,18316.529,1
2024-01-01,56021_G,Online,34720.661,1
2024-01-01,56022_G,Online,95343.801,2
2024-01-01,56023_G,Online,18521.487,1
2024-01-01,56024_G,Online,20790.083,1
2024-01-01,56025_G,Online,18023.967,1
2024-01-01,56026_G,Online,13724.793,1
2024-01-01,56027_G,Online,17604.131999999998,2
2024-01-01,56028_G,Online,18316.529,1
2024-01-01,56029_G,Online,18023.967,1
2024-01-01,56030_G,Online,170777.828886,1
2024-01-01,56031_G,Online,18316.529,1
2024-01-01,56032_G,Online,20227.273,1
2024-01-01,56033_G,Online,35308.264,1
2024-01-01,56034_G,Online,82884.215116,1
2024-01-01,56035_G,Online,9318.172,1
2024-01-01,56036_G,Online,7528.502,1
2024-01-01,56037_G,Online,164809.091,2
2024-01-01,56038_G,Online,73287.603,2
2024-01-01,56039_G,Online,26837.19,1
2024-01-01,56040_G,Online,45543.802,1
2024-01-01,56041_G,Online,26547.934,1
2024-01-01,56042_G,Online,2222.314,1
2024-01-01,56043_G,Online,28056.199,1
2024-01-01,56044_G,Online,38469.421,1
2024-01-01,56045_G,Online,15047.934,1
2024-01-01,56046_G,Online,2347.934,1
2024-01-01,56047_G,Online,115466.711067,1
2024-01-01,56048_G,Online,23707.438,1
2024-01-01,56049_G,Online,66709.091,1
2024-01-01,56050_G,Online,36048.761,1
2024-01-01,56051_G,Online,19822.314,1
2024-01-01,56052_G,Online,139156.198,2
2024-01-01,56053_G,Online,25956.198,2
2024-01-01,56054_G,Online,55045.454,1
2024-01-01,56055_G,Online,10225.395,1
2024-01-01,56056_G,Online,23571.074,1
2024-01-01,56057_G,Online,23144.604855,1
2024-01-01,56058_G,Online,16354.545,1
2024-01-01,56059_G,Online,10018.172,1
2024-01-01,56060_G,Online,183006.705971,1
2024-01-01,56061_G,Online,15694.214,1
2024-01-01,56062_G,Online,297928.434403,1
2024-01-01,56063_G,Online,2347.934,1
2024-01-01,56064_G,Online,35460.29554,1
2024-01-01,56065_G,Online,23707.438,1
2024-01-01,56066_G,Online,4695.868,2
2024-01-01,56067_G,Online,222217.274,4
2024-01-01,56068_G,Online,20790.083,1
2024-01-01,56069_G,Online,192170.113145,1
2024-01-01,56070_G,Online,29600.826,1
2024-01-01,56071_G,Online,4622.304,1
2024-01-01,56072_G,Online,90057.025,1
2024-01-01,56073_G,Online,24895.041,1
2024-01-01,56074_G,Online,16080.992,1
2024-01-01,56075_G,Online,15800.0,1
2024-01-01,56076_G,Online,12169.421,1
2024-01-01,56077_G,Online,10731.395,1
2024-01-01,56078_G,Online,35966.942,1
2024-01-01,56079_G,Online,27342.149,1
2024-01-01,56080_G,Online,19232.231,1
2024-01-01,56081_G,Online,27903.305,2
2024-01-01,56082_G,Online,34634.711,1
2024-01-01,56083_G,Online,25314.05,1
2024-01-01,56084_G,Online,128582.644,1
2024-01-01,56085_G,Online,2347.934,1
2024-01-01,56086_G,Online,176714.912709,1
2024-01-01,56087_G,Online,19232.231,1
2024-01-01,56088_G,Online,13079.219,1
2024-01-01,56089_G,Online,130532.927467,1
2024-01-01,56090_G,Online,37924.793,1
2024-01-01,56091_G,Online,8091.428,1
2024-01-01,56092_G,Online,21871.075,1
2024-01-01,56093_G,Online,26708.264,1
2024-01-01,56094_G,Online,33384.264616,1
2024-01-01,56095_G,Online,19420.661,1
2024-01-01,56096_G,Online,24429.752,1
2024-01-01,56097_G,Online,32721.488,1
2024-01-01,56098_G,Online,29600.826,1
2024-01-01,56099_G,Online,192170.113145,1
2024-01-01,56100_G,Online,38464.462,1
2024-01-01,56101_G,Online,18023.967,1
2024-01-01,56102_G,Online,44819.835,1
2024-01-01,56103_G,Online,23707.438,1
2024-01-01,56104_G,Online,18316.529,1
2024-01-01,56105_G,Online,179633.99246,1
2024-01-01,56106_G,Online,43756.981243,1
2024-01-01,56107_G,Online,15528.099,1
2024-01-01,56108_G,Online,20227.273,1
2024-01-01,56109_G,Online,44819.835,1
2024-01-01,56110_G,Online,24895.041,1
2024-01-01,56111_G,Online,12368.595,1
2024-01-01,56112_G,Online,66709.091,1
2024-01-01,56113_G,Online,239554.174223,1
2024-01-01,56114_G,Online,55386.788894,1
2024-01-01,56115_G,Online,18023.967,1
2024-01-01,56116_G,Online,9332.428,1
2024-01-01,56117_G,Online,44554.500446,1
2024-01-01,56118_G,Online,24835.537,1
2024-01-01,56119_G,Online,302972.948052,2
2024-01-01,56120_G,Online,51878.513,2
2024-01-01,56121_G,Online,18701.653,1
2024-01-01,56122_G,Online,20790.083,1
2024-01-01,56123_G,Online,46543.802,1
2024-01-01,56124_G,Online,19036.364,1
2024-01-01,56125_G,Online,14709.918,2
2024-01-01,56126_G,Online,44719.008,1
2024-01-01,56127_G,Online,26547.934,1
2024-01-01,56128_G,Online,33736.364,1
2024-01-01,56129_G,Online,14159.504,1
2024-01-01,56130_G,Online,35839.669,1
2024-01-01,56131_G,Online,2347.934,1
2024-01-01,56132_G,Online,18360.635,1
2024-01-01,56133_G,Online,24895.041,1
2024-01-01,56134_G,Online,22874.38,1
2024-01-01,56135_G,Online,48545.454,1
2024-01-01,56136_G,Online,23652.893,1
2024-01-01,56137_G,Online,44347.934,1
2024-01-01,56138_G,Online,35966.942,1
2024-01-01,56139_G,Online,71356.198,2
2024-01-01,56140_G,Online,10018.172,1
2024-01-01,56141_G,Online,40160.331000000006,2
2024-01-01,56142_G,Online,23652.893,1
2024-01-01,56143_G,Online,46543.802,1
2024-01-01,56144_G,Online,215804.921778,1
2024-01-01,56145_G,Online,93873.553,3
2024-01-01,56146_G,Online,14159.504,1
2024-01-01,56147_G,Online,21245.455,1
2024-01-01,56149_G,Online,44819.835,1
2024-01-01,56150_G,Online,13021.068,1
2024-01-01,56151_G,Online,16354.545,1
2024-01-01,56152_G,Online,170249.18938,1
2024-01-01,56153_G,Online,20436.364,1
2024-01-01,56154_G,Online,50850.362149,1
2024-01-01,56155_G,Online,2222.314,1
2024-01-01,56156_G,Online,17268.595,1
2024-01-01,56157_G,Online,23753.719,1
2024-01-01,56158_G,Online,41713.223,1
2024-01-01,56159_G,Online,66678.513,1
2024-01-01,56160_G,Online,14992.562,1
2024-01-01,56161_G,Online,15528.099,1
2024-01-01,56162_G,Online,78235.38053,1
2024-01-01,56163_G,Online,33384.264616,1
2024-01-01,56164_G,Online,16354.545,1
2024-01-01,56165_G,Online,17171.901,1
2024-01-01,56166_G,Online,17732.344,1
2024-01-01,56167_G,Online,42723.966,2
2024-01-01,56168_G,Online,66026.379974,1
2024-01-01,56169_G,Online,0.0,2
2024-01-01,56170_G,Online,17135.204,1
2024-01-01,56171_G,Online,10490.083,1
2024-01-01,56172_G,Online,115466.711067,1
2024-01-01,56173_G,Online,14234.711,1
2024-01-01,56174_G,Online,79442.297601,1
2024-01-01,56175_G,Online,28504.132,1
2024-01-01,56176_G,Online,13744.628,1
2024-01-01,56177_G,Online,7755.692,1
2024-01-01,56178_G,Online,20790.083,1
2024-01-01,56179_G,Online,17171.901,1
2024-01-01,56180_G,Online,39651.196616,2
2024-01-01,56181_G,Online,22044.628,1
2024-01-01,56182_G,Online,12169.421,1
2024-01-01,56183_G,Online,24895.041,1
2024-01-01,56184_G,Online,20790.083,1
2024-01-01,56185_G,Online,217811.571,2
2024-01-01,56186_G,Online,39381.818,1
2024-01-01,56187_G,Online,39999.173,1
2024-01-01,56188_G,Online,16457.025,1
2024-01-01,56189_G,Online,16080.992,1
2024-01-01,56190_G,Online,16080.992,1
2024-01-01,56191_G,Online,19822.314,1
2024-01-01,56192_G,Online,16354.545,1
2024-01-01,56193_G,Online,18301.653,1
2024-01-01,56194_G,Online,18316.529,1
2024-01-01,56195_G,Online,57623.14,1
2024-01-01,56196_G,Online,21901.653,1
2024-01-01,56197_G,Online,31324.793,1
2024-01-01,56198_G,Online,11965.362,1
2024-01-01,56199_G,Online,19115.702,1
2024-01-01,56200_G,Online,33384.264616,1
2024-01-01,56201_G,Online,86891.736,1
2024-01-01,56202_G,Online,9731.81,1
2024-01-01,56203_G,Online,207378.924242,1
2024-01-01,56204_G,Online,28481.818,1
2024-01-01,56205_G,Online,2347.934,1
2024-01-01,56206_G,Online,21795.04,1
2024-01-01,56207_G,Online,22309.917,1
2024-01-01,56208_G,Online,16080.992,1
2024-01-01,56209_G,Online,17727.273,1
2024-01-01,56210_G,Online,44958.678,1
2024-01-01,56211_G,Online,46543.802,1
2024-01-01,56212_G,Online,64780.165,2
2024-01-01,56213_G,Online,31240.496,1
2024-01-01,56214_G,Online,216954.504179,1
2024-01-01,56215_G,Online,138145.316855,1
2024-01-01,56216_G,Online,18316.529,1
2024-01-01,56217_G,Online,150445.980108,1
2024-01-01,56218_G,Online,2222.314,1
2024-01-01,56219_G,Online,16354.545,1
2024-01-01,56220_G,Online,26648.76,1
2024-01-01,56221_G,Online,10490.083,1
2024-01-01,56222_G,Online,10654.545,1
2024-01-01,56223_G,Online,44819.835,1
2024-01-01,56224_G,Online,135590.773409,1
2024-01-01,56225_G,Online,26391.242,1
2024-01-01,56226_G,Online,45543.802,1
2024-01-01,56227_G,Online,44819.835,1
2024-01-01,56228_G,Online,30315.703,1
2024-01-01,56229_G,Online,26837.19,1
2024-01-01,56230_G,Online,23707.438,1
2024-01-01,56231_G,Online,32698.347,1
2024-01-01,56232_G,Online,23707.438,1
2024-01-01,56233_G,Online,28901.652,2
2024-01-01,56234_G,Online,11065.61,1
2024-01-01,56235_G,Online,79173.30992999999,2
2024-01-01,56236_G,Online,18023.967,1
2024-01-01,56237_G,Online,65155.306845,1
2024-01-01,56238_G,Online,86559.471616,2
2024-01-01,56239_G,Online,45021.488,1
2024-01-01,56240_G,Online,4581.397,1
2024-01-01,56241_G,Online,39419.008,1
2024-01-01,56242_G,Online,16080.992,1
2024-01-01,56243_G,Online,10490.083,1
2024-01-01,56244_G,Online,102044.628,2
2024-01-01,56245_G,Online,31460.331,1
2024-01-01,56246_G,Online,11505.785,1
2024-01-01,56247_G,Online,44819.835,1
2024-01-01,56248_G,Online,24961.983,1
2024-01-01,56249_G,Online,14827.469,1
2024-01-01,56250_G,Online,91195.585311,3
2024-01-01,56251_G,Online,81544.472758,2
2024-01-01,56252_G,Online,14992.562,1
2024-01-01,56253_G,Online,19551.428,2
2024-01-01,56254_G,Online,2347.934,1
2024-01-01,56255_G,Online,51665.289,1
2024-01-01,56256_G,Online,2347.934,1
2024-01-01,56257_G,Online,47042.149,2
2024-01-01,56258_G,Online,25963.636,1
2024-01-01,56259_G,Online,14500.827,2
2024-01-01,56260_G,Online,29600.826,1
2024-01-01,56261_G,Online,21901.653,1
2024-01-01,56262_G,Online,16354.545,1
2024-01-01,56263_G,Online,4077.304,1
2024-01-01,56264_G,Online,15047.934,1
2024-01-01,56265_G,Online,199697.947603,1
2024-01-01,56266_G,Online,138145.316855,1
2024-01-01,56267_G,Online,32701.653,1
2024-01-01,56269_G,Online,12169.421,1
2024-01-01,56270_G,Online,14992.562,1
2024-01-01,56271_G,Online,27342.149,1
2024-01-01,56272_G,Online,29600.826,1
2024-01-01,56273_G,Online,33384.264616,1
2024-01-01,56274_G,Online,24895.041,1
2024-01-01,56275_G,Online,0.0,2
2024-01-01,56276_G,Online,22309.917,1
2024-01-01,56277_G,Online,16080.992,1
2024-01-01,56278_G,Online,59662.750338,1
2024-01-01,56279_G,Online,18023.967,1
2024-01-01,56280_G,Online,26547.934,1
2024-01-01,56281_G,Online,20754.546,1
2024-01-01,56282_G,Online,7848.75,1
2024-01-01,56283_G,Online,18407.438,1
2024-01-01,56284_G,Online,14385.775,1
2024-01-01,56285_G,Online,46543.802,1
2024-01-01,56286_G,Online,33384.264616,1
2024-01-01,56287_G,Online,66480.925519,1
2024-01-01,56288_G,Online,25271.074,1
2024-01-01,56289_G,Online,11183.048,1
2024-01-01,56290_G,Online,2347.934,1
2024-01-01,56291_G,Online,91417.356,3
2024-01-01,56292_G,Online,48926.446,1
2024-01-01,56293_G,Online,18663.636,1
2024-01-01,56294_G,Online,43756.981243,1
2024-01-01,56295_G,Online,37410.242603,1
2024-01-01,56296_G,Online,33384.264616,1
2024-01-01,56297_G,Online,66942.149,2
2024-01-01,56298_G,Online,75241.322,1
2024-01-01,56299_G,Online,28481.818,1
2024-01-01,56300_G,Online,127904.959,2
2024-01-01,56301_G,Online,33384.264616,1
2024-01-01,56302_G,Online,58104.132,1
2024-01-01,56303_G,Online,33384.264616,1
2024-01-01,56304_G,Online,18023.967,1
2024-01-01,56305_G,Online,29404.958,1
2024-01-01,56306_G,Online,61685.124,1
2024-01-01,56307_G,Online,15336.363,1
2024-01-01,56309_G,Online,28504.132,1
2024-01-01,56310_G,Online,105358.533801,1
2024-01-01,56311_G,Online,18023.967,1
2024-01-01,56312_G,Online,179572.188282,1
2024-01-01,56313_G,Online,141275.122096,1
2024-01-01,56314_G,Online,91627.181373,1
2024-01-01,56315_G,Online,10654.545,1
2024-01-01,56316_G,Online,123657.480026,1
2024-01-01,56317_G,Online,34397.521,2
2024-01-01,56318_G,Online,44819.835,1
2024-01-01,56319_G,Online,25901.439,1
2024-01-01,56320_G,Online,31452.982,2
2024-01-01,56321_G,Online,21901.653,1
2024-01-01,56322_G,Online,20911.571,2
2024-01-01,56323_G,Online,113240.950766,3
2024-01-01,56324_G,Online,23707.438,1
2024-01-01,56325_G,Online,46543.802,1
2024-01-01,56326_G,Online,7008.502,1
2024-01-01,56327_G,Online,34846.28,1
2024-01-01,56328_G,Online,14159.504,1
2024-01-01,56329_G,Online,25346.348,1
2024-01-01,56330_G,Online,16080.992,1
2024-01-01,56331_G,Online,14186.777000000002,2
2024-01-01,56332_G,Online,25076.033,1
2024-01-01,56333_G,Online,5464.868,1
2024-01-01,56334_G,Online,24429.752,1
2024-01-01,56335_G,Online,7578.75,1
2024-01-01,56336_G,Online,81478.349043,1
2024-01-01,56337_G,Online,23442.975,1
2024-01-01,56338_G,Online,34719.008,1
2024-01-01,56339_G,Online,473494.953602,2
2024-01-01,56340_G,Online,7245.692,1
2024-01-01,56341_G,Online,2347.934,1
2024-01-01,56342_G,Online,298871.759343,3
2024-01-01,56343_G,Online,30322.334,1
2024-01-01,56344_G,Online,26013.222,1
2024-01-01,56345_G,Online,18023.967,1
2024-01-01,56346_G,Online,58451.181549,1
2024-01-01,56347_G,Online,9495.858,1
2024-01-01,56348_G,Online,6858.089,1
2024-01-01,56349_G,Online,19822.314,1
2024-01-01,56350_G,Online,47569.422000000006,2
2024-01-01,56351_G,Online,51980.992,1
2024-01-01,56352_G,Online,156215.326742,2
2024-01-01,56353_G,Online,68934.711,2
2024-01-01,56354_G,Online,140527.677415,1
2024-01-01,56355_G,Online,60954.545,1
2024-01-01,56356_G,Online,203973.768077,1
2024-01-01,56357_G,Online,8865.569,1
2024-01-01,56358_G,Online,44717.355,1
2024-01-01,56359_G,Online,29959.504,1
2024-01-01,56360_G,Online,5657.924,1
2024-01-01,56361_G,Online,44819.835,1
2024-01-01,56362_G,Online,27342.149,1
2024-01-01,56363_G,Online,36930.579,1
2024-01-01,56364_G,Online,27342.149,1
2024-01-01,56365_G,Online,21901.653,1
2024-01-01,56366_G,Online,46543.802,1
2024-01-01,56367_G,Online,47775.207,2
2024-01-01,56368_G,Online,122989.010021,1
2024-01-01,56369_G,Online,11685.61,1
2024-01-01,56370_G,Online,25076.033,1
2024-01-01,56371_G,Online,45431.405,1
2024-01-01,56372_G,Online,2222.314,1
2024-01-01,56373_G,Online,29959.504,1
2024-01-01,56374_G,Online,28504.132,1
2024-01-01,56375_G,Online,28504.132,1
2024-01-01,56376_G,Online,66709.091,1
2024-01-01,56377_G,Online,21901.653,1
2024-01-01,56378_G,Online,32857.851,1
2024-01-01,56379_G,Online,28916.529,1
2024-01-01,56380_G,Online,36581.818,1
2024-01-01,56381_G,Online,14992.56,3
2024-01-01,56382_G,Online,18316.529,1
2024-01-01,56383_G,Online,19036.364,1
2024-01-01,56384_G,Online,27610.744,1
2024-01-01,56385_G,Online,15297.521,1
2024-01-01,56386_G,Online,16290.082,1
2024-01-01,56387_G,Online,54952.893,2
2024-01-01,56388_G,Online,135590.773409,1
2024-01-01,56389_G,Online,90057.025,1
2024-01-01,56390_G,Online,21901.653,1
2024-01-01,56391_G,Online,14547.469,1
2024-01-01,56392_G,Online,25963.636,1
2024-01-01,56393_G,Online,15038.017,1
2024-01-01,56394_G,Online,18023.967,1
2024-01-01,56395_G,Online,5930.579,1
2024-01-01,56396_G,Online,18316.529,1
